time,Agg-1
1998-01-01,-0.37504961282578103
1998-02-01,-1.9100710154234748
1998-03-01,-0.37388569873394234
1998-04-01,0.218918576907978
1998-05-01,0.07410648077895834
1998-06-01,0.37196532428162693
1998-07-01,0.5228231444865542
1998-08-01,-0.25755506661427585
1998-09-01,1.5101880054517984
1998-10-01,1.5791625883433542
1998-11-01,0.6567243770434079
1998-12-01,-0.8362978945105389
1999-01-01,-1.0777756575895208
1999-02-01,1.741846518493165
1999-03-01,-0.7892579579821486
1999-04-01,1.0596840443247688
1999-05-01,0.12677634092604917
1999-06-01,0.7486063430987102
1999-07-01,0.8814213725702849
1999-08-01,0.2924324035312416
1999-09-01,-0.5312582248544622
1999-10-01,-0.614942645767646
1999-11-01,0.39194675245155525
1999-12-01,1.5541437369517752
2000-01-01,-0.677495768715665
2000-02-01,-0.5076967355268522
2000-03-01,0.8332880356862149
2000-04-01,-0.5816059581033441
2000-05-01,-1.852138608097405
2000-06-01,-1.915781190178611
2000-07-01,0.2014662246363728
2000-08-01,-1.2215882587575377
2000-09-01,0.011653222027038624
2000-10-01,-1.0278205629831547
2000-11-01,-0.052385151697995846
2000-12-01,-0.15263416664798635
2001-01-01,0.14853504849851834
2001-02-01,-0.4942956624093707
2001-03-01,1.3012951882676962
2001-04-01,1.0589056644781125
2001-05-01,-1.8948027258335265
2001-06-01,1.4491031880452847
2001-07-01,-0.049583374293215576
2001-08-01,-0.5315749546666617
2001-09-01,1.9570321967197135
2001-10-01,-1.8706914663411933
2001-11-01,0.530626560880105
2001-12-01,-0.4149427263518018
2002-01-01,-2.2942124397630717
2002-02-01,-0.4406177366635905
2002-03-01,-0.28632475706638505
2002-04-01,0.0821695803733142
2002-05-01,-0.5942360576020583
2002-06-01,-0.6867117892254951
2002-07-01,0.6739201312497166
2002-08-01,1.3025835904995602
2002-09-01,0.4648877733974285
2002-10-01,0.8563887140364022
2002-11-01,0.5017820846503016
2002-12-01,0.16123999045312462
2003-01-01,0.8783284033103125
2003-02-01,-0.9374479189244848
2003-03-01,-1.8399590201832257
2003-04-01,-0.7638007941193019
2003-05-01,-1.5539754037845663
2003-06-01,-2.0850510049032156
2003-07-01,-0.02468059138757559
2003-08-01,-2.3421552815332887
2003-09-01,-0.32126634266260423
2003-10-01,1.8040222845547775
2003-11-01,-0.9329436415457275
2003-12-01,-0.5300556339962984
2004-01-01,1.349801150088274
2004-02-01,0.5589899382418422
2004-03-01,-0.06661927070617589
2004-04-01,0.2961996302797789
2004-05-01,0.26001884540362263
2004-06-01,0.3385775942278258
2004-07-01,0.29994625785204104
2004-08-01,0.46109731537124643
2004-09-01,-0.45489542073096145
2004-10-01,-0.2761302284086304
2004-11-01,1.0738706585883226
2004-12-01,-0.37486712350435963
2005-01-01,0.18602173175766754
2005-02-01,1.1068650330157883
2005-03-01,-0.39440559611337483
2005-04-01,1.0584505522308647
2005-05-01,0.30503132977030184
2005-06-01,-0.2857484148959004
2005-07-01,1.5377480095846718
2005-08-01,1.8338444109453234
2005-09-01,0.18021528127821718
2005-10-01,-1.4147328596129851
2005-11-01,-0.47867216238829047
2005-12-01,0.9458480414708024
2006-01-01,-0.8332725993448217
2006-02-01,0.0195519920621116
2006-03-01,1.4131402173291119
2006-04-01,1.1086946321255207
2006-05-01,0.425973862339056
2006-06-01,0.6213601042656941
2006-07-01,-1.5022252132817893
2006-08-01,1.6167810146587756
2006-09-01,-1.685682467640677
2006-10-01,-1.3200506498688955
2006-11-01,-1.2016879343129157
2006-12-01,-0.9829267666378515
2007-01-01,0.6022223706837075
2007-02-01,0.3353734046586635
2007-03-01,0.4230160176450357
2007-04-01,-2.380284543798071
2007-05-01,0.5439715126968692
2007-06-01,-0.8315593505360384
2007-07-01,-1.0953560475937574
2007-08-01,0.7953734394749215
2007-09-01,1.0904352552397458
2007-10-01,0.6369035547214953
2007-11-01,1.1919408422136497
2007-12-01,-0.19817040901079425
2008-01-01,-1.005441169366718
2008-02-01,-1.773299035290692
2008-03-01,0.9426914693630972
2008-04-01,0.8983798613572804
2008-05-01,-0.839983134989801
2008-06-01,0.13125398667487484
2008-07-01,1.046468150382751
2008-08-01,-0.5848171524248923
2008-09-01,-0.04019149628694158
2008-10-01,-0.5515313416097316
2008-11-01,-0.5305609293005975
2008-12-01,0.9002113271442501
2009-01-01,0.20229268914740806
2009-02-01,0.6011653618536842
2009-03-01,0.9905874870558217
2009-04-01,-1.709528626180021
2009-05-01,-0.8045496381898017
2009-06-01,1.348622008956526
2009-07-01,-0.4624406411281228
2009-08-01,-0.03882145324082282
2009-09-01,-1.4142612999517108
2009-10-01,0.7505232651099536
2009-11-01,0.5290509711822666
2009-12-01,1.3867015335079014
2010-01-01,0.7009343691721386
2010-02-01,0.9481696355706142
2010-03-01,-0.28478427233672843
2010-04-01,0.1371413533834076
2010-05-01,1.8041438857312537
2010-06-01,1.5257775807749105
2010-07-01,0.3730549784858154
2010-08-01,0.5632861326334793
2010-09-01,0.584390708089034
2010-10-01,-0.2733983899559491
2010-11-01,0.7231337398027148
2010-12-01,0.9577337136175798
2011-01-01,-1.0370837796238046
2011-02-01,-1.1560130496432675
2011-03-01,-0.9517675831517333
2011-04-01,-1.0553623484782388
2011-05-01,-0.44083867122203496
2011-06-01,0.277466973417891
2011-07-01,0.7474226634273158
2011-08-01,-1.1506699333287393
2011-09-01,-1.9029027761378503
2011-10-01,-0.5343204095078344
2011-11-01,-3.177880893133139
2011-12-01,0.3705036318807177
2012-01-01,1.299477449616497
2012-02-01,0.017250137507690454
2012-03-01,-2.059278880360638
2012-04-01,0.43284504217377956
2012-05-01,0.8234853195700484
2012-06-01,-0.7978571694181192
2012-07-01,-0.8271602602806005
2012-08-01,-1.102066262257567
2012-09-01,-0.8564661502656595
2012-10-01,0.1152155222319226
2012-11-01,-0.669872587787599
2012-12-01,0.9698216471927115
2013-01-01,1.2443136140106117
2013-02-01,1.2955333276141698
2013-03-01,1.6805605630126539
2013-04-01,-0.764348520900679
2013-05-01,0.9538520477748094
2013-06-01,0.6412396335711714
2013-07-01,-2.065676377428676
2013-08-01,-0.0799221804336535
2013-09-01,0.5771622109042519
2013-10-01,-0.7274728601184847
2013-11-01,0.713537606094585
2013-12-01,-1.6295467039160487
2014-01-01,0.04784217576341297
2014-02-01,-0.3419777301619453
2014-03-01,-0.6832090266331187
2014-04-01,1.2172671298254625
2014-05-01,1.535844487475706
2014-06-01,-0.2662603790249804
2014-07-01,1.4839166847316867
2014-08-01,0.8000005534278858
2014-09-01,0.9170978338636677
2014-10-01,0.3624087384629638
2014-11-01,-0.7892016752339932
2014-12-01,0.5152484980678108
2015-01-01,0.7176771973374317
2015-02-01,-0.31575509453568396
2015-03-01,0.393519985531409
2015-04-01,-0.7138694130949125
2015-05-01,0.32207542884758245
2015-06-01,-0.5891177673648839
2015-07-01,-1.7586475030965179
2015-08-01,-0.19443890684507373
2015-09-01,0.13599831976956175
2015-10-01,0.9479568595219606
2015-11-01,0.2555106220062366
2015-12-01,-1.8465052718955726
2016-01-01,1.1210974732215604
2016-02-01,1.5404099613707407
2016-03-01,0.3040415314344224
2016-04-01,-0.1784085588946023
2016-05-01,0.8538026305258187
2016-06-01,0.9129202929083612
2016-07-01,0.11549627983398321
2016-08-01,0.2950337381021156
2016-09-01,-0.8515087743714471
2016-10-01,1.1933879413471962
2016-11-01,0.7807817875572103
2016-12-01,-1.532735996755677
2017-01-01,-1.1855255784994903
2017-02-01,-0.26557194076504764
2017-03-01,-0.5279051456938652
2017-04-01,0.9145587742888874
2017-05-01,0.017205257189277387
2017-06-01,-0.8415753322882236
2017-07-01,-0.08365189665638025
2017-08-01,-0.38464947361731416
2017-09-01,0.634959453163941
2017-10-01,0.36540319201710686
2017-11-01,0.4844069564188898
2017-12-01,0.8203954185472886
